HHS,YEAR,WEEK,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
7,2013,13,245,81,17177
8,2013,13,639,115,52257
9,2013,13,1196,183,55257
10,2013,13,109,47,13744
1,2013,14,658,156,52091
2,2013,14,2230,272,110582
3,2013,14,1978,198,102745
4,2013,14,2092,322,134457
5,2013,14,1456,255,83873
6,2013,14,1947,163,80692
7,2013,14,196,77,18009
8,2013,14,598,111,50208
9,2013,14,1022,171,54895
10,2013,14,96,44,14329
1,2013,15,678,152,51650
2,2013,15,1937,270,114782
3,2013,15,1762,192,108591
4,2013,15,1686,313,136027
5,2013,15,1242,254,85136
6,2013,15,1759,160,83873
7,2013,15,177,74,17329
8,2013,15,502,112,49730
9,2013,15,1013,173,61169
10,2013,15,62,42,14296
1,2013,16,458,150,42590
2,2013,16,1901,265,113772
3,2013,16,1219,195,105544
4,2013,16,1313,312,126592
5,2013,16,1156,254,84646
6,2013,16,1612,158,83409
7,2013,16,148,76,17533
8,2013,16,464,113,50063
9,2013,16,852,165,56618
10,2013,16,65,44,13648
1,2013,17,390,144,48087
2,2013,17,1771,259,111107
3,2013,17,1127,187,101707
4,2013,17,1100,304,127306
5,2013,17,1063,255,86054
6,2013,17,1547,161,82315
7,2013,17,165,74,17443
8,2013,17,481,111,51488
9,2013,17,884,172,60128
10,2013,17,61,44,14665
1,2013,18,390,148,48194
2,2013,18,1792,258,113254
3,2013,18,1067,183,99704
4,2013,18,868,289,105693
5,2013,18,922,252,82115
6,2013,18,1395,154,78835
7,2013,18,141,74,17464
8,2013,18,496,109,51734
9,2013,18,857,167,57314
10,2013,18,58,41,13341
1,2013,19,343,141,46388
2,2013,19,1724,253,113172
3,2013,19,978,187,97642
4,2013,19,891,282,98227
5,2013,19,927,238,79506
6,2013,19,1478,150,77053
7,2013,19,118,71,16690
8,2013,19,452,107,50430
9,2013,19,768,167,55730
10,2013,19,25,34,12292
1,2013,20,274,130,42855
2,2013,20,1680,257,113743
3,2013,20,832,178,90053
4,2013,20,873,272,94123
5,2013,20,855,234,70192
6,2013,20,1505,150,80372
7,2013,20,92,68,15700
8,2013,20,394,105,51086
9,2013,20,776,155,53194
10,2013,20,36,33,11796
1,2013,21,248,118,40272
2,2013,21,1510,250,107594
3,2013,21,809,163,82146
4,2013,21,828,253,86945
5,2013,21,757,218,68724
6,2013,21,1250,142,72263
7,2013,21,98,62,12034
8,2013,21,389,103,47456
9,2013,21,656,146,51766
10,2013,21,44,34,12138
1,2013,22,216,116,33958
2,2013,22,1480,256,102135
3,2013,22,817,161,82326
4,2013,22,702,248,84176
5,2013,22,772,215,59522
6,2013,22,1134,141,69244
7,2013,22,83,61,11228
8,2013,22,400,103,43769
9,2013,22,562,153,45389
10,2013,22,24,32,9781
1,2013,23,215,105,38597
2,2013,23,1349,256,106237
3,2013,23,708,159,79742
4,2013,23,520,217,79832
5,2013,23,813,207,66604
6,2013,23,1001,135,70380
7,2013,23,20,60,9479
8,2013,23,350,101,47087
9,2013,23,628,152,49999
10,2013,23,34,29,10918
1,2013,24,248,105,38356
2,2013,24,1401,256,104315
3,2013,24,713,149,74450
4,2013,24,583,238,83252
5,2013,24,687,208,57991
6,2013,24,947,132,72200
7,2013,24,16,57,9011
8,2013,24,334,103,46697
9,2013,24,578,143,44604
10,2013,24,32,28,10262
1,2013,25,197,103,36056
2,2013,25,1363,255,106584
3,2013,25,711,158,84008
4,2013,25,499,235,79532
5,2013,25,688,205,62890
6,2013,25,1101,137,71492
7,2013,25,22,54,8749
8,2013,25,305,84,42380
9,2013,25,565,145,46004
10,2013,25,23,29,8948
1,2013,26,210,100,36964
2,2013,26,1217,245,104890
3,2013,26,621,157,78813
4,2013,26,490,238,80348
5,2013,26,649,206,64644
6,2013,26,927,134,69126
7,2013,26,12,56,8552
8,2013,26,283,86,43575
9,2013,26,492,142,45144
10,2013,26,14,25,8352
1,2013,27,174,97,29659
2,2013,27,1179,240,97113
3,2013,27,566,152,70362
4,2013,27,461,230,72726
5,2013,27,587,203,53803
6,2013,27,910,132,61957
7,2013,27,8,51,6554
8,2013,27,217,85,37005
9,2013,27,394,144,38151
10,2013,27,10,23,6965
1,2013,28,196,102,37789
2,2013,28,1185,247,106486
3,2013,28,532,150,79313
4,2013,28,399,234,83639
5,2013,28,622,202,65578
6,2013,28,896,129,66912
7,2013,28,8,52,8172
8,2013,28,244,82,43043
9,2013,28,407,141,44084
10,2013,28,21,23,8817
1,2013,29,187,100,35609
2,2013,29,1074,250,105794
3,2013,29,517,151,76291
4,2013,29,397,229,79847
5,2013,29,511,196,61733
6,2013,29,808,126,61767
7,2013,29,11,49,7565
8,2013,29,245,79,40225
9,2013,29,414,137,43746
10,2013,29,22,24,9297
1,2013,30,166,99,36701
2,2013,30,983,237,101007
3,2013,30,509,149,71808
4,2013,30,469,227,82168
5,2013,30,533,206,65488
6,2013,30,783,120,64116
7,2013,30,10,47,8089
8,2013,30,318,80,42480
9,2013,30,444,135,44397
10,2013,30,18,25,8715
1,2013,31,172,99,36983
2,2013,31,946,235,97911
3,2013,31,463,145,60812
4,2013,31,442,228,82450
5,2013,31,483,194,60526
6,2013,31,699,106,46679
7,2013,31,8,47,6735
8,2013,31,257,82,44128
9,2013,31,406,129,43290
10,2013,31,10,25,8103
1,2013,32,173,98,32544
2,2013,32,887,224,96910
3,2013,32,517,145,79751
4,2013,32,458,231,85057
5,2013,32,450,194,63030
6,2013,32,822,140,67707
7,2013,32,64,43,7421
8,2013,32,267,74,40359
9,2013,32,419,126,42089
10,2013,32,18,24,8147
1,2013,33,160,98,35331
2,2013,33,757,223,96279
3,2013,33,572,139,76665
4,2013,33,507,226,84937
5,2013,33,545,190,61661
6,2013,33,905,134,68533
7,2013,33,55,44,8322
8,2013,33,224,75,39101
9,2013,33,430,123,43930
10,2013,33,13,24,7774
1,2013,34,164,99,36482
2,2013,34,811,220,94520
3,2013,34,357,128,49403
4,2013,34,736,227,95419
5,2013,34,520,190,67361
6,2013,34,1047,139,74057
7,2013,34,54,45,9662
8,2013,34,223,74,40964
9,2013,34,390,120,45893
10,2013,34,15,23,9204
1,2013,35,162,100,39891
2,2013,35,807,228,97924
3,2013,35,620,144,79703
4,2013,35,823,222,96339
5,2013,35,583,189,69409
6,2013,35,1327,142,77389
7,2013,35,20,42,9035
8,2013,35,160,51,16376
9,2013,35,537,119,45139
10,2013,35,14,23,8952
1,2013,36,77,91,22274
2,2013,36,802,220,98479
3,2013,36,894,175,94554
4,2013,36,832,229,95449
5,2013,36,625,198,66410
6,2013,36,1543,144,72251
7,2013,36,72,44,9177
8,2013,36,283,73,35592
9,2013,36,486,121,37503
10,2013,36,12,22,7486
1,2013,37,165,104,40965
2,2013,37,899,222,103961
3,2013,37,1007,173,88887
4,2013,37,921,225,102830
5,2013,37,748,198,72163
6,2013,37,1792,153,79428
7,2013,37,97,44,10547
8,2013,37,138,44,32012
9,2013,37,583,122,44135
10,2013,37,24,22,9268
1,2013,38,195,95,41210
2,2013,38,1321,203,107258
3,2013,38,1161,175,94804
4,2013,38,848,215,99527
5,2013,38,806,194,71068
6,2013,38,1936,165,81822
7,2013,38,80,41,9694
8,2013,38,157,56,34433
9,2013,38,576,122,42761
10,2013,38,30,24,9392
1,2013,39,265,97,43397
2,2013,39,1565,208,110502
3,2013,39,1129,178,91986
4,2013,39,1040,230,102392
5,2013,39,828,199,72974
6,2013,39,2058,188,79741
7,2013,39,143,46,40035
8,2013,39,254,69,39091
9,2013,39,644,124,39986
10,2013,39,37,25,10984
1,2013,40,368,176,59819
2,2013,40,1792,222,125186
3,2013,40,1289,233,117824
4,2013,40,1453,322,142445
5,2013,40,1230,270,107977
6,2013,40,1910,235,91046
7,2013,40,182,90,53575
8,2013,40,408,119,53638
9,2013,40,972,246,87538
10,2013,40,73,47,15439
1,2013,41,391,180,60690
2,2013,41,1663,229,123088
3,2013,41,1287,217,109661
4,2013,41,1546,330,141550
5,2013,41,1387,283,111718
6,2013,41,2153,247,97092
7,2013,41,236,91,53162
8,2013,41,492,121,57938
9,2013,41,1192,247,89122
10,2013,41,73,45,16277
1,2013,42,421,179,57316
2,2013,42,1767,239,121366
3,2013,42,1412,234,114582
4,2013,42,1705,330,142161
5,2013,42,1381,280,111033
6,2013,42,2135,246,90860
7,2013,42,217,96,54509
8,2013,42,391,118,54295
9,2013,42,1140,246,85648
10,2013,42,89,50,16246
1,2013,43,391,171,56884
2,2013,43,2025,239,125930
3,2013,43,1559,235,117629
4,2013,43,2107,328,144735
5,2013,43,1512,285,112030
6,2013,43,2393,250,98990
7,2013,43,276,93,56159
8,2013,43,538,123,59300
9,2013,43,1154,251,89959
10,2013,43,81,52,16301
1,2013,44,403,167,55747
2,2013,44,2093,244,123504
3,2013,44,1559,238,116848
4,2013,44,2208,330,143178
5,2013,44,1575,287,111086
6,2013,44,2362,248,94342
7,2013,44,268,90,53411
8,2013,44,647,114,71138
9,2013,44,1302,259,89120
10,2013,44,85,51,16163
1,2013,45,434,166,55998
2,2013,45,2129,246,121490
3,2013,45,1577,233,118106
4,2013,45,2605,332,146830
5,2013,45,1603,282,110203
6,2013,45,2574,226,90154
7,2013,45,290,92,55026
8,2013,45,697,120,73978
9,2013,45,1524,268,90752
10,2013,45,65,52,16308
1,2013,46,440,171,55413
2,2013,46,2135,243,121035
3,2013,46,1677,238,116428
4,2013,46,2622,336,144505
5,2013,46,1597,288,110916
6,2013,46,3152,249,99368
7,2013,46,243,92,51839
8,2013,46,597,118,68545
9,2013,46,1381,267,85397
10,2013,46,83,52,15541
1,2013,47,385,160,54301
2,2013,47,2277,242,119021
3,2013,47,1720,235,117589
4,2013,47,3053,330,152052
5,2013,47,1582,289,105822
6,2013,47,3353,236,97614
7,2013,47,290,91,49916
8,2013,47,953,119,74943
9,2013,47,1484,262,89509
10,2013,47,71,48,14644
1,2013,48,335,165,35927
2,2013,48,2276,258,101059
3,2013,48,1600,234,90957
4,2013,48,2652,326,106521
5,2013,48,1527,286,76844
6,2013,48,3180,247,76959
7,2013,48,220,92,38650
8,2013,48,894,120,65805
9,2013,48,1222,261,62686
10,2013,48,69,53,10518
1,2013,49,440,162,53511
2,2013,49,2978,263,129728
3,2013,49,2094,240,118622
4,2013,49,4021,328,144312
5,2013,49,2009,290,104733
6,2013,49,4463,245,96723
7,2013,49,342,95,52074
8,2013,49,860,119,52328
9,2013,49,1621,261,88253
10,2013,49,92,52,14380
1,2013,50,509,155,49366
2,2013,50,2695,257,116051
3,2013,50,1996,244,106265
4,2013,50,3778,330,134521
5,2013,50,2011,290,96284
6,2013,50,5145,250,96266
7,2013,50,395,94,49192
8,2013,50,967,119,55812
9,2013,50,1773,263,84826
10,2013,50,129,52,14068
1,2013,51,527,157,46193
2,2013,51,3088,246,117606
3,2013,51,2521,235,109514
4,2013,51,4641,327,126755
5,2013,51,2509,290,99844
6,2013,51,6695,239,97027
7,2013,51,640,94,47082
8,2013,51,1731,112,75970
9,2013,51,2127,258,82835
10,2013,51,218,51,12065
1,2013,52,513,164,29548
2,2013,52,3434,248,101968
3,2013,52,3254,233,98579
4,2013,52,4531,318,91106
5,2013,52,2836,291,70265
6,2013,52,7431,242,80603
7,2013,52,746,93,32419
8,2013,52,1700,116,44248
9,2013,52,2161,250,58333
10,2013,52,382,52,8079
1,2014,1,509,158,29176
2,2014,1,3356,248,95902
3,2014,1,3981,240,106585
4,2014,1,4767,334,112563
5,2014,1,2994,290,76934
6,2014,1,7727,247,93439
7,2014,1,824,93,39270
8,2014,1,1481,117,49107
9,2014,1,2536,257,67849
10,2014,1,479,49,9599
1,2014,2,689,162,48437
2,2014,2,3416,250,119648
3,2014,2,4281,242,114939
4,2014,2,4285,332,132717
5,2014,2,2760,306,89499
6,2014,2,6658,244,96633
7,2014,2,778,93,46034
8,2014,2,1575,120,59185
9,2014,2,3129,259,90477
10,2014,2,576,51,14774
1,2014,3,861,158,49402
2,2014,3,3862,250,123756
3,2014,3,4907,240,118115
4,2014,3,4133,337,141948
5,2014,3,2886,300,107799
6,2014,3,5693,238,98976
7,2014,3,914,93,50290
8,2014,3,1389,120,58552
9,2014,3,3298,262,92034
10,2014,3,427,51,14425
1,2014,4,889,160,47355
2,2014,4,3322,253,109616
3,2014,4,4364,244,106138
4,2014,4,3795,336,126563
5,2014,4,2701,304,100136
6,2014,4,4681,240,91694
7,2014,4,845,94,49302
8,2014,4,1249,120,56094
9,2014,4,3333,258,86587
10,2014,4,323,53,13443
1,2014,5,1004,163,55050
2,2014,5,3293,255,116882
3,2014,5,3770,242,111957
4,2014,5,3256,329,125648
5,2014,5,2264,305,99468
6,2014,5,4550,249,94633
7,2014,5,787,91,46911
8,2014,5,1080,119,55858
9,2014,5,3226,250,93786
10,2014,5,254,48,13533
1,2014,6,1036,162,49478
2,2014,6,3286,260,117054
3,2014,6,3214,232,106144
4,2014,6,2911,323,127727
5,2014,6,2105,308,102376
6,2014,6,3946,250,96581
7,2014,6,529,91,45872
8,2014,6,1034,120,55475
9,2014,6,2810,255,90576
10,2014,6,214,50,12961
1,2014,7,868,165,51617
2,2014,7,2791,255,109795
3,2014,7,2956,241,105158
4,2014,7,2169,319,106077
5,2014,7,2052,296,105345
6,2014,7,3363,234,92324
7,2014,7,470,93,48624
8,2014,7,922,118,55787
9,2014,7,2437,249,89434
10,2014,7,167,48,13179
1,2014,8,702,164,45718
2,2014,8,2657,260,117200
3,2014,8,2869,242,120012
4,2014,8,1990,321,127954
5,2014,8,2120,299,105899
6,2014,8,3328,238,97185
7,2014,8,414,90,46439
8,2014,8,928,120,56747
9,2014,8,2069,243,82879
10,2014,8,157,48,12667
1,2014,9,672,155,51941
2,2014,9,2443,258,120792
3,2014,9,2524,234,114527
4,2014,9,1847,316,132933
5,2014,9,2085,297,110392
6,2014,9,2972,225,90514
7,2014,9,385,87,50992
8,2014,9,813,119,59424
9,2014,9,2064,239,87352
10,2014,9,109,48,13919
1,2014,10,648,148,49685
2,2014,10,2795,248,118460
3,2014,10,2236,239,111069
4,2014,10,1640,310,115000
5,2014,10,1870,292,105701
6,2014,10,2893,232,91400
7,2014,10,308,89,49208
8,2014,10,760,105,53016
9,2014,10,1754,232,83343
10,2014,10,140,49,13949
1,2014,11,545,153,43939
2,2014,11,3347,236,124386
3,2014,11,1956,229,117368
4,2014,11,1222,302,116180
5,2014,11,1854,287,104385
6,2014,11,2470,225,88844
7,2014,11,353,82,48081
8,2014,11,710,119,57600
9,2014,11,1492,226,81074
10,2014,11,75,45,12167
1,2014,12,665,148,47863
2,2014,12,4291,248,128587
3,2014,12,1970,234,114951
4,2014,12,1273,306,123195
5,2014,12,1731,287,104832
6,2014,12,2551,225,91701
7,2014,12,255,86,43453
8,2014,12,645,117,57363
9,2014,12,1452,229,80009
10,2014,12,93,42,11420
1,2014,13,650,143,49534
2,2014,13,4809,244,134544
3,2014,13,1865,218,106279
4,2014,13,1206,305,128828
5,2014,13,1789,284,105887
6,2014,13,2311,221,85940
7,2014,13,196,86,48527
8,2014,13,571,116,56152
9,2014,13,1193,227,79003
10,2014,13,71,43,10439
1,2014,14,825,151,51407
2,2014,14,4623,239,131921
3,2014,14,1965,215,110108
4,2014,14,1126,305,123625
5,2014,14,1781,281,108468
6,2014,14,2313,219,89028
7,2014,14,230,79,46453
8,2014,14,575,114,53620
9,2014,14,1094,222,71389
10,2014,14,105,41,11844
1,2014,15,976,157,52977
2,2014,15,4235,234,130136
3,2014,15,1880,214,112125
4,2014,15,1014,298,125360
5,2014,15,1731,277,109956
6,2014,15,2423,220,90580
7,2014,15,188,79,47436
8,2014,15,545,108,54428
9,2014,15,1125,216,74505
10,2014,15,89,42,12204
1,2014,16,789,148,50443
2,2014,16,2964,235,117383
3,2014,16,1447,212,107847
4,2014,16,995,297,124360
5,2014,16,1480,264,102879
6,2014,16,2195,217,89005
7,2014,16,167,77,46393
8,2014,16,462,111,52554
9,2014,16,1123,210,70835
10,2014,16,101,39,11402
1,2014,17,629,151,44949
2,2014,17,2430,241,123400
3,2014,17,1384,207,108209
4,2014,17,967,282,123221
5,2014,17,1541,263,104758
6,2014,17,2053,214,88541
7,2014,17,176,75,45368
8,2014,17,514,100,49216
9,2014,17,1010,201,71038
10,2014,17,110,37,11892
1,2014,18,514,142,49417
2,2014,18,2048,239,121768
3,2014,18,1298,201,102840
4,2014,18,865,282,119830
5,2014,18,1446,261,103556
6,2014,18,1771,208,88017
7,2014,18,144,72,46141
8,2014,18,471,110,53238
9,2014,18,1012,195,69113
10,2014,18,79,36,12219
1,2014,19,490,136,47170
2,2014,19,2190,240,128000
3,2014,19,1286,195,102529
4,2014,19,851,277,116406
5,2014,19,1502,256,96790
6,2014,19,1813,210,89416
7,2014,19,142,67,44271
8,2014,19,398,104,33491
9,2014,19,1001,192,68091
10,2014,19,102,37,11670
1,2014,20,390,126,43223
2,2014,20,2074,231,129282
3,2014,20,1192,189,98156
4,2014,20,682,260,107321
5,2014,20,1239,252,90949
6,2014,20,1848,214,85619
7,2014,20,110,64,41405
8,2014,20,388,105,34829
9,2014,20,1022,187,67315
10,2014,20,88,32,9950
1,2014,21,289,111,42528
2,2014,21,1916,229,122517
3,2014,21,1319,194,107732
4,2014,21,746,234,94165
5,2014,21,1178,228,82395
6,2014,21,1797,197,81743
7,2014,21,100,62,40274
8,2014,21,386,104,33645
9,2014,21,1013,181,65705
10,2014,21,53,30,8691
1,2014,22,222,102,33764
2,2014,22,1751,221,111376
3,2014,22,1155,185,97529
4,2014,22,691,252,100180
5,2014,22,923,230,76681
6,2014,22,1602,202,74297
7,2014,22,109,59,35544
8,2014,22,322,98,29837
9,2014,22,856,178,58104
10,2014,22,27,27,7270
1,2014,23,273,99,37513
2,2014,23,1764,220,114493
3,2014,23,1087,184,100120
4,2014,23,686,243,98459
5,2014,23,1002,217,83919
6,2014,23,1454,192,75387
7,2014,23,57,53,35702
8,2014,23,50,70,18543
9,2014,23,829,161,60237
10,2014,23,27,22,6770
1,2014,24,236,100,38797
2,2014,24,1622,211,114388
3,2014,24,986,182,99582
4,2014,24,591,236,94025
5,2014,24,876,202,77368
6,2014,24,1340,195,77805
7,2014,24,54,55,36255
8,2014,24,259,98,31351
9,2014,24,796,162,59348
10,2014,24,23,20,6314
1,2014,25,224,100,37940
2,2014,25,1864,214,115565
3,2014,25,950,174,96271
4,2014,25,462,216,75488
5,2014,25,853,203,78169
6,2014,25,1197,197,79202
7,2014,25,69,51,34357
8,2014,25,47,56,13591
9,2014,25,684,163,58235
10,2014,25,19,18,4922
1,2014,26,233,98,36127
2,2014,26,1724,213,115255
3,2014,26,847,173,97333
4,2014,26,456,217,76222
5,2014,26,646,190,69933
6,2014,26,1133,187,68710
7,2014,26,39,48,33995
8,2014,26,230,95,31258
9,2014,26,717,172,62404
10,2014,26,13,18,4826
1,2014,27,216,94,29425
2,2014,27,1439,211,105615
3,2014,27,842,167,84047
4,2014,27,436,224,76610
5,2014,27,504,174,62236
6,2014,27,1033,184,68559
7,2014,27,45,49,28554
8,2014,27,207,95,26617
9,2014,27,620,174,52982
10,2014,27,10,16,3404
1,2014,28,171,89,35355
2,2014,28,1512,214,115289
3,2014,28,751,169,89177
4,2014,28,402,223,86312
5,2014,28,495,173,68130
6,2014,28,1091,185,75209
7,2014,28,51,50,34721
8,2014,28,189,95,30847
9,2014,28,619,179,61892
10,2014,28,14,17,4184
1,2014,29,181,93,35147
2,2014,29,1481,212,115597
3,2014,29,699,165,89552
4,2014,29,405,221,82655
5,2014,29,454,171,69784
6,2014,29,1022,179,72796
7,2014,29,52,52,33388
8,2014,29,153,94,28574
9,2014,29,622,172,60341
10,2014,29,14,17,4471
1,2014,30,188,95,35454
2,2014,30,1287,211,113624
3,2014,30,636,160,86081
4,2014,30,442,219,83874
5,2014,30,447,171,70566
6,2014,30,936,185,76568
7,2014,30,52,51,33413
8,2014,30,229,93,29297
9,2014,30,542,172,59617
10,2014,30,6,15,3320
1,2014,31,168,93,34703
2,2014,31,1424,211,113281
3,2014,31,673,161,88458
4,2014,31,402,226,90416
5,2014,31,458,173,70298
6,2014,31,1058,180,77091
7,2014,31,57,52,34197
8,2014,31,174,93,30127
9,2014,31,510,174,60721
10,2014,31,18,15,4288
1,2014,32,165,93,34347
2,2014,32,1334,213,115143
3,2014,32,598,172,90112
4,2014,32,459,215,86255
5,2014,32,478,170,67962
6,2014,32,1008,189,83455
7,2014,32,57,49,33309
8,2014,32,190,94,31038
9,2014,32,445,171,59120
10,2014,32,10,16,4566
1,2014,33,180,96,33409
2,2014,33,1297,211,115281
3,2014,33,716,169,90840
4,2014,33,533,222,91139
5,2014,33,487,172,69349
6,2014,33,1058,185,85059
7,2014,33,20,44,7229
8,2014,33,224,93,31386
9,2014,33,457,161,58714
10,2014,33,8,16,4372
1,2014,34,169,96,34061
2,2014,34,1277,214,115737
3,2014,34,741,169,95082
4,2014,34,664,225,99014
5,2014,34,523,168,69944
6,2014,34,1140,189,86584
7,2014,34,58,47,37628
8,2014,34,215,91,30818
9,2014,34,505,156,62115
10,2014,34,13,16,4997
1,2014,35,168,95,35599
2,2014,35,1351,211,115434
3,2014,35,807,165,90540
4,2014,35,695,220,100110
5,2014,35,505,168,74046
6,2014,35,1328,187,87179
7,2014,35,82,46,39705
8,2014,35,233,89,31036
9,2014,35,624,156,62301
10,2014,35,6,16,4130
1,2014,36,181,98,33346
2,2014,36,1396,216,116954
3,2014,36,948,176,97198
4,2014,36,656,214,88172
5,2014,36,713,190,76502
6,2014,36,1435,188,83569
7,2014,36,25,36,7184
8,2014,36,68,62,16097
9,2014,36,618,156,55341
10,2014,36,10,16,4550
1,2014,37,204,97,38898
2,2014,37,1652,215,123873
3,2014,37,1359,187,105622
4,2014,37,774,217,104063
5,2014,37,1184,197,90742
6,2014,37,1664,185,92414
7,2014,37,123,44,38984
8,2014,37,345,91,31890
9,2014,37,811,153,64318
10,2014,37,14,15,5162
1,2014,38,245,99,40607
2,2014,38,2136,216,131070
3,2014,38,1481,189,105963
4,2014,38,805,217,100531
5,2014,38,1217,195,90641
6,2014,38,1681,184,88461
7,2014,38,133,42,37482
8,2014,38,289,91,31075
9,2014,38,867,154,64708
10,2014,38,34,18,5744
1,2014,39,248,99,39024
2,2014,39,2288,215,127710
3,2014,39,1614,198,114660
4,2014,39,880,208,87050
5,2014,39,999,196,87795
6,2014,39,1648,188,91203
7,2014,39,113,44,40841
8,2014,39,275,90,30031
9,2014,39,786,152,59431
10,2014,39,23,17,6142
1,2014,40,352,146,51688
2,2014,40,2253,276,136563
3,2014,40,1692,234,128083
4,2014,40,1174,299,128835
5,2014,40,1083,261,106810
6,2014,40,1680,226,101987
7,2014,40,220,84,50272
8,2014,40,306,119,37620
9,2014,40,1329,237,88510
10,2014,40,61,55,11172
1,2014,41,386,150,51169
2,2014,41,2128,265,131884
3,2014,41,1742,232,111567
4,2014,41,1509,306,129773
5,2014,41,1116,271,107282
6,2014,41,1997,235,107670
7,2014,41,269,84,50144
8,2014,41,327,115,37733
9,2014,41,1380,246,89075
10,2014,41,123,56,12247
1,2014,42,357,148,45797
2,2014,42,2637,283,134958
3,2014,42,1808,227,117112
4,2014,42,1383,306,132551
5,2014,42,1227,276,108105
6,2014,42,2392,243,108551
7,2014,42,292,83,52114
8,2014,42,359,115,39916
9,2014,42,1365,250,92280
10,2014,42,121,69,14343
1,2014,43,330,153,52589
2,2014,43,2654,286,135873
3,2014,43,1903,239,127092
4,2014,43,1628,292,133739
5,2014,43,1332,278,111501
6,2014,43,2326,241,106199
7,2014,43,289,86,51730
8,2014,43,377,112,35495
9,2014,43,1344,256,94508
10,2014,43,109,65,13588
1,2014,44,433,157,53504
2,2014,44,2500,290,135521
3,2014,44,1897,239,122752
4,2014,44,1657,318,135815
5,2014,44,1441,285,113739
6,2014,44,2362,236,106825
7,2014,44,227,83,48190
8,2014,44,367,115,37134
9,2014,44,1303,261,88759
10,2014,44,126,69,13369
1,2014,45,504,161,53872
2,2014,45,2803,288,135385
3,2014,45,1967,244,128087
4,2014,45,1964,307,129963
5,2014,45,1626,283,114577
6,2014,45,2614,240,103081
7,2014,45,256,84,50951
8,2014,45,370,112,35186
9,2014,45,1591,268,92927
10,2014,45,158,71,13572
1,2014,46,463,154,52595
2,2014,46,2518,254,129185
3,2014,46,2055,249,130711
4,2014,46,2306,313,132406
5,2014,46,1718,286,113083
6,2014,46,2692,217,103330
7,2014,46,297,87,50984
8,2014,46,442,115,36907
9,2014,46,1422,251,82333
10,2014,46,149,71,13166
1,2014,47,425,154,52399
2,2014,47,2779,289,127659
3,2014,47,2070,247,115475
4,2014,47,3169,317,137780
5,2014,47,1950,277,106883
6,2014,47,3606,236,97994
7,2014,47,324,84,50011
8,2014,47,463,114,37120
9,2014,47,1720,272,92976
10,2014,47,168,68,12992
1,2014,48,359,155,35683
2,2014,48,2772,293,112938
3,2014,48,2211,238,99085
4,2014,48,3132,308,101325
5,2014,48,2261,288,86912
6,2014,48,4428,242,92023
7,2014,48,373,86,37057
8,2014,48,525,117,31496
9,2014,48,1398,269,64020
10,2014,48,143,71,10712
1,2014,49,542,161,55117
2,2014,49,3253,294,139173
3,2014,49,2905,241,126762
4,2014,49,4053,314,128083
5,2014,49,3634,291,116625
6,2014,49,5316,246,114304
7,2014,49,524,85,53967
8,2014,49,666,117,38408
9,2014,49,1810,278,92749
10,2014,49,202,70,13242
1,2014,50,594,153,51222
2,2014,50,3363,274,131443
3,2014,50,4083,245,131508
4,2014,50,5798,318,128884
5,2014,50,5288,289,119339
6,2014,50,5903,244,97592
7,2014,50,1104,86,53447
8,2014,50,915,117,39271
9,2014,50,1896,272,88109
10,2014,50,228,71,12717
1,2014,51,625,153,50026
2,2014,51,3877,276,134025
3,2014,51,6695,247,134302
4,2014,51,8523,308,132342
5,2014,51,5899,284,113152
6,2014,51,6951,221,87948
7,2014,51,1359,83,53877
8,2014,51,1127,113,38056
9,2014,51,2038,264,82150
10,2014,51,288,67,11241
1,2014,52,651,150,32717
2,2014,52,4482,275,115900
3,2014,52,11784,241,130943
4,2014,52,8348,301,102048
5,2014,52,4683,277,76560
6,2014,52,5797,210,78795
7,2014,52,1197,86,36352
8,2014,52,1395,116,31319
9,2014,52,1913,260,50545
10,2014,52,283,68,7670
1,2014,53,688,149,35109
2,2014,53,4448,247,116834
3,2014,53,10884,248,134115
4,2014,53,5773,314,108431
5,2014,53,3818,278,83575
6,2014,53,5714,217,78225
7,2014,53,1214,87,40268
8,2014,53,1544,115,34162
9,2014,53,2457,260,56181
10,2014,53,351,68,7873
1,2015,1,915,151,48019
2,2015,1,4203,210,125197
3,2015,1,7757,247,131608
4,2015,1,4653,306,126559
5,2015,1,2891,282,93515
6,2015,1,4925,223,86262
7,2015,1,915,81,19350
8,2015,1,1453,119,42076
9,2015,1,3325,263,85863
10,2015,1,446,76,13386
1,2015,2,1306,159,51021
2,2015,2,4666,213,129230
3,2015,2,6176,254,130616
4,2015,2,4168,304,129781
5,2015,2,2518,287,101733
6,2015,2,5937,229,90170
7,2015,2,826,78,20583
8,2015,2,1455,122,40742
9,2015,2,3645,252,84999
10,2015,2,507,73,13584
1,2015,3,1923,161,50890
2,2015,3,5215,207,133085
3,2015,3,5979,257,131085
4,2015,3,4664,305,127505
5,2015,3,2230,282,101531
6,2015,3,6606,232,106320
7,2015,3,899,77,18139
8,2015,3,1376,116,39256
9,2015,3,3838,254,79207
10,2015,3,491,75,13341
1,2015,4,1557,160,44917
2,2015,4,4421,201,117343
3,2015,4,5613,254,129341
4,2015,4,4328,306,122450
5,2015,4,2039,270,102448
6,2015,4,5818,237,108616
7,2015,4,968,78,19665
8,2015,4,1285,116,41298
9,2015,4,4166,262,89913
10,2015,4,426,71,13416
1,2015,5,1463,158,45708
